Country,State,2020-01-22,2020-01-23,2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21
BY,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,6,6,6,6,6,5,6,6,9,24,24,24,33,33,46,46,64,61
CA,CA-AB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,7,7,19,19,29,29,39,56,74,97,119,145,194
CA,CA-BC,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,2,4,4,4,4,4,4,4,4,4,4,5,5,5,5,6,6,6,6,7,7,4,4,5,5,5,6,9,10,18,17,23,27,27,34,41,59,59,68,95,95,175,220,259,410
CA,CA-MB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,7,8,15,17,17,18
CA,CA-NB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,6,8,11,11,11,17
CA,CA-NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,3,4,6
CA,CA-NS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,12,14,15,21
CA,CA-NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CA,CA-ON,0,0,0,0,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,0,0,0,1,1,1,3,3,8,12,15,17,17,19,22,24,25,30,32,37,38,70,75,100,172,179,215,251,301,368
CA,CA-PE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2
CA,CA-QC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,3,4,4,4,8,9,17,17,24,50,74,94,120,138,176
CA,CA-SK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,7,7,8,16,20,26
CA,XGP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,8,9,9,10,10
CD,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,3,4,14,18,22
CF,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,3,3
CG,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,3,3
CH,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,8,18,27,42,54,87,110,210,264,332,369,485,644,644,1124,1342,2182,2182,2669,2985,4019,5225,6485
CI,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,4,5,8,8,13
CL,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,4,4,8,8,13,23,23,43,61,74,155,201,238,238,428,531
CM,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2,2,2,2,4,10,10,13,20,27
CN,CN-AH,1,9,15,39,60,70,106,150,198,234,292,333,394,460,507,557,618,674,706,739,751,758,748,735,723,701,687,615,567,507,443,386,346,320,271,239,191,163,116,111,67,48,28,14,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CN,CN-BJ,14,22,35,39,66,77,86,106,109,133,158,181,199,204,228,242,263,279,287,291,291,293,294,289,273,268,263,261,244,238,223,217,206,197,181,161,157,146,132,129,124,118,113,113,115,115,112,105,101,101,93,86,80,81,84,79,83,92,93,100
CN,CN-CQ,6,9,27,57,75,110,132,146,181,210,243,291,326,355,372,385,393,387,415,418,423,413,397,380,355,339,323,296,281,262,250,239,234,221,198,186,169,148,132,120,101,80,68,58,57,44,43,28,23,16,6,4,1,0,0,0,0,0,0,0
CN,CN-FJ,1,5,10,18,35,59,80,84,101,120,144,159,178,191,194,201,204,215,215,222,222,219,222,218,214,205,200,199,181,166,143,130,122,109,94,75,67,60,52,48,40,35,25,18,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7
CN,CN-GD,26,30,51,76,109,147,203,272,344,425,521,617,704,783,846,901,945,982,989,991,964,943,925,897,882,849,794,759,720,685,638,606,581,553,518,489,450,406,359,326,284,242,210,163,129,108,89,84,71,66,59,52,49,48,47,49,49,52,64,67
CN,CN-GS,0,2,2,4,7,14,19,24,26,29,40,48,52,53,56,56,58,66,65,64,60,54,49,49,39,34,31,27,24,18,13,13,11,9,9,8,8,7,7,5,4,3,2,13,30,31,35,34,35,37,37,37,38,40,40,40,40,41,34,19
CN,CN-GX,2,5,23,23,36,46,49,56,76,85,98,109,120,129,137,154,155,166,176,185,181,189,187,188,189,186,183,171,156,153,147,143,141,137,116,103,89,82,74,69,58,48,40,36,33,32,27,20,16,12,9,7,7,7,2,3,1,1,2,2
CN,CN-GZ,1,3,3,4,5,7,9,8,11,27,27,36,44,56,54,64,74,81,91,98,109,114,107,111,101,97,88,78,74,72,67,54,42,42,40,40,32,32,32,32,30,30,30,30,30,29,27,21,15,11,7,4,1,1,0,1,0,0,0,0
CN,CN-HA,5,5,9,32,82,127,167,203,274,347,417,481,548,646,715,793,825,861,874,876,880,881,863,816,808,778,721,716,670,609,512,421,384,309,250,219,184,140,81,52,45,19,16,11,6,6,3,3,3,2,2,2,1,1,1,1,1,1,1,1
CN,CN-HB,399,399,494,689,964,1302,3349,3341,4651,5461,6736,10532,12722,15677,18483,20677,23139,24881,26965,28532,29659,29612,43437,48175,49030,49847,50338,50633,49665,48510,48637,46439,46395,45044,43252,41603,39572,36829,34617,32610,30366,28174,25904,23972,22628,21207,19486,18247,16993,15593,14407,13171,11755,10421,9557,8685,7751,6988,6285,5715
CN,CN-HE,1,0,1,7,12,17,32,47,64,81,95,100,109,121,128,143,149,164,170,175,189,195,194,193,187,192,176,166,150,133,119,100,86,71,57,45,37,35,30,18,16,12,11,8,7,5,5,5,5,5,4,2,2,2,2,2,2,2,2,2
CN,CN-HI,4,5,8,19,22,32,39,42,44,50,60,59,67,74,93,97,105,108,109,116,121,126,123,112,119,106,100,80,80,78,69,60,57,47,39,34,32,30,15,14,12,8,5,4,4,4,3,3,3,3,2,2,2,2,1,1,1,1,1,1
CN,CN-HK,0,2,2,5,8,8,8,10,10,12,13,15,15,16,20,23,24,25,28,37,48,48,51,54,54,54,57,59,56,60,61,61,61,58,63,65,66,62,60,58,62,61,66,60,59,55,53,53,52,58,59,53,58,60,67,70,85,109,154,171
CN,CN-HL,0,2,3,8,14,20,32,37,42,57,76,91,117,149,181,216,262,277,287,294,324,339,353,361,346,355,361,342,338,328,292,263,246,241,225,219,197,184,166,125,111,101,94,89,72,65,56,38,34,33,28,23,22,16,14,13,10,10,8,8
CN,CN-HN,4,9,24,43,69,100,143,221,275,330,381,447,499,562,607,630,660,646,651,670,664,640,627,622,574,537,505,476,443,372,346,317,298,281,244,229,209,183,168,148,127,108,98,76,59,54,46,35,24,19,15,9,0,0,0,0,0,0,0,0
CN,CN-JL,0,1,3,4,4,6,8,9,13,13,16,22,30,41,52,55,60,64,65,66,62,60,59,60,61,58,54,52,52,47,45,38,36,32,29,27,25,19,17,14,9,9,6,4,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0
CN,CN-JS,1,5,9,17,32,46,69,98,128,163,196,229,263,296,318,339,365,388,397,411,422,418,431,436,418,399,368,349,313,275,258,230,213,179,173,153,133,116,108,95,88,69,54,48,37,25,19,10,4,4,2,1,1,0,0,0,0,0,0,0
CN,CN-JX,2,7,18,18,36,70,106,106,157,233,277,321,373,456,521,563,616,643,667,665,675,691,701,712,702,684,654,622,571,500,444,378,320,288,250,214,179,144,123,103,84,64,50,33,25,18,15,11,7,2,0,0,0,0,0,0,0,0,0,0
CN,CN-LN,2,3,4,17,21,27,34,38,40,47,63,69,73,79,85,89,92,97,95,95,92,95,94,89,87,80,77,67,65,61,59,54,47,40,37,32,27,27,24,18,18,18,18,18,18,17,15,15,13,13,12,12,11,10,9,4,2,2,2,2
CN,CN-MO,1,2,2,2,5,6,7,7,7,7,7,8,8,10,10,9,9,9,9,9,9,8,7,7,7,5,5,5,5,4,4,4,4,4,3,3,2,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,1,2,5,7,7,8
CN,CN-NM,0,0,1,7,7,11,15,16,19,19,22,26,33,34,39,42,45,47,49,53,53,54,55,59,61,62,64,65,65,59,58,49,48,41,40,37,32,30,26,23,21,15,11,9,9,7,4,4,4,3,3,3,3,3,1,1,1,0,0,0
CN,CN-NX,1,1,2,3,4,7,11,12,17,21,26,28,30,33,33,39,38,30,32,36,31,34,40,43,37,37,35,28,29,27,23,23,15,13,10,6,4,4,4,4,5,5,6,6,4,4,4,4,4,3,3,3,2,2,0,0,0,0,0,0
CN,CN-QH,0,0,0,1,1,6,6,6,8,8,9,11,13,15,14,15,15,15,15,15,13,9,7,7,5,5,5,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CN,CN-SC,5,8,15,28,44,69,90,106,140,175,203,219,239,267,276,289,301,303,314,324,331,343,346,348,350,347,336,336,323,300,291,273,262,248,237,221,210,197,184,170,149,141,129,111,94,82,72,70,58,48,38,33,25,20,20,17,12,1,2,3
CN,CN-SD,2,6,15,27,46,75,95,129,157,182,203,224,252,264,292,320,349,372,380,399,406,403,402,385,374,362,348,329,310,288,464,444,429,407,395,373,363,345,329,309,292,241,236,174,134,125,110,52,33,28,20,14,12,12,7,8,8,7,7,8
CN,CN-SH,9,16,19,32,38,49,61,90,106,125,158,171,192,206,227,231,246,244,248,250,250,253,252,227,201,187,171,155,145,133,121,105,83,71,65,62,58,55,47,44,42,41,37,33,33,26,25,24,22,21,20,19,26,26,27,30,32,34,42,50
CN,CN-SN,0,3,5,15,22,35,46,56,63,87,101,116,128,140,159,164,167,175,183,183,187,182,183,176,172,165,161,151,140,126,110,95,81,71,58,52,49,45,37,36,28,28,21,20,18,18,17,17,17,12,11,11,11,11,10,7,6,6,7,6
CN,CN-SX,1,1,1,6,9,13,27,26,34,38,46,63,72,77,76,84,89,94,94,94,94,93,90,89,82,79,77,70,63,56,54,51,44,39,35,29,26,21,19,17,14,9,9,7,7,7,7,6,2,2,1,0,0,0,0,0,0,0,0,0
CN,CN-TJ,4,4,8,10,14,23,24,27,31,32,41,47,59,65,66,76,78,83,86,86,94,99,95,86,82,76,76,77,73,69,67,67,51,45,41,36,31,31,24,22,22,9,9,5,5,5,5,3,2,2,1,1,1,0,0,0,0,1,1,1
CN,CN-XJ,0,2,2,3,4,5,10,13,14,17,18,21,24,29,32,36,39,42,45,49,52,56,56,58,59,58,62,63,55,53,51,49,46,44,44,40,31,21,11,9,7,5,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CN,CN-XZ,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CN,CN-YN,1,2,5,11,16,26,44,55,70,82,91,102,112,117,123,126,126,121,123,130,133,128,129,126,126,129,124,115,111,93,76,65,57,48,43,28,22,16,15,9,4,3,3,3,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2
CN,CN-ZJ,10,27,42,61,103,127,170,293,424,524,578,629,681,767,817,860,883,873,874,850,847,810,785,752,734,711,664,637,570,541,523,485,444,422,396,337,272,229,188,158,136,119,98,90,67,60,53,38,23,19,17,17,15,19,14,15,15,15,14,16
CO,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,9,9,13,22,34,54,64,92,101,127,195
CR,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,9,9,13,22,23,26,27,35,41,50,68,88,113
CU,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,4,5,6,10,15,20
CV,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8
CY,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,6,6,14,26,26,33,46,49,67,67,84
CZ,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,8,12,18,19,31,31,41,91,94,141,189,253,295,393,461,691,829,989
DE,,0,0,0,0,0,1,4,4,4,5,8,10,12,12,12,12,13,13,14,14,16,16,15,15,15,15,15,4,4,4,2,2,2,2,3,12,30,32,63,114,143,180,246,466,653,781,1022,1156,1437,1880,2050,3622,4530,5738,7188,9166,12194,15163,19601,21896
DJ,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
DK,Denmark,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,4,4,6,10,10,22,22,34,89,261,441,614,800,825,861,910,972,1052,1144,1245,1312
DK,Faroe Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,2,3,9,11,18,47,58,72,80,92
DK,Greenland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2
DO,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,5,5,5,5,5,5,11,11,11,20,20,32,70,110
DZ,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,3,5,12,12,17,17,19,20,20,20,15,16,22,32,38,44,55,46,47,92
EC,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,7,10,13,13,13,14,15,15,17,17,17,26,26,35,56,109,196,362,496
EE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,3,10,10,10,10,12,16,16,79,115,170,204,224,257,266,282,305
EG,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,2,14,14,47,53,57,32,39,51,80,87,121,160,158,218,238,243
ER,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
