,Total Confirmed,Total Deaths,Total Recovered,Total Active,Change in Confirmed,Change in Deaths,Change in Recovered,Change in Active,Total Mortality_Rate,Total Recovery_Rate,Total Activity_Rate,Change in Mortality_Rate,Change in Recovery_Rate,Change in Activity_Rate
2020-02-24,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-25,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-26,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-27,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-28,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-29,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-01,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-02,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-03,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-04,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-05,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-06,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-07,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-08,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-09,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-10,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-11,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-12,1,1,0,0,1,1,0,0,100.0,0.0,0.0,100.0,0.0,0.0
2020-03-13,1,1,0,0,0,0,0,0,100.0,0.0,0.0,0.0,0.0,0.0
2020-03-14,1,1,0,0,0,0,0,0,100.0,0.0,0.0,0.0,0.0,0.0
2020-03-15,4,1,0,3,3,0,0,3,25.0,0.0,75.0,-75.0,0.0,75.0
2020-03-16,4,1,0,3,0,0,0,0,25.0,0.0,75.0,0.0,0.0,0.0
2020-03-17,7,1,0,6,3,0,0,3,14.2857,0.0,85.7143,-10.7143,0.0,10.714299999999994
2020-03-18,7,1,0,6,0,0,0,0,14.2857,0.0,85.7143,0.0,0.0,0.0
2020-03-19,7,1,0,6,0,0,0,0,14.2857,0.0,85.7143,0.0,0.0,0.0
2020-03-20,7,1,0,6,0,0,0,0,14.2857,0.0,85.7143,0.0,0.0,0.0
2020-03-21,7,1,0,6,0,0,0,0,14.2857,0.0,85.7143,0.0,0.0,0.0
